timestamp,position_lat,position_long,distance,speed,idx,Sat,hdop,cog
1018010747,620968889,-6800211,132.5,2.056,257,13,0.7,301
1018010748,620969006,-6800431,134,2.006,258,13,0.7,308
1018010749,620969098,-6800632,134.5,1.233,259,13,0.7,177
1018010750,620969100,-6800659,135,1.233,260,13,0.7,177
1018010751,620969104,-6800688,135,1.233,261,13,0.7,177
1018010752,620969106,-6800715,135,0,262,13,0.7,177
1018010753,620969110,-6800744,135,0,263,13,0.7,177
1018010754,620969113,-6800773,135,0,264,13,0.7,177
1018010755,620969106,-6800879,135,0,265,13,0.7,177
1018010756,620969063,-6800952,135,0,266,13,0.7,177
1018010757,620968960,-6800981,138.5,2.211,267,13,0.7,174
1018010758,620968725,-6800984,142,3.033,268,13,0.7,169
1018010759,620968281,-6800888,145.5,3.239,269,13,0.7,158
1018010760,620967930,-6800775,149,3.239,270,13,0.7,176
1018010761,620967584,-6800715,152,3.292,271,13,0.7,178
1018010762,620967240,-6800714,155,3.033,272,13,0.7,187
1018010763,620966893,-6800774,158.5,3.033,273,13,0.7,193
1018010764,620966533,-6800886,162,3.239,274,13,0.7,193
1018010765,620966146,-6800993,166.5,4.064,275,13,0.7,180
1018010766,620965711,-6801072,171,4.475,276,13,0.8,185
1018010767,620965184,-6801154,176,4.731,277,13,0.7,185
1018010768,620964660,-6801220,181,5.194,278,13,0.7,181
1018010769,620964099,-6801288,187,5.811,279,13,0.7,190
1018010770,620963501,-6801403,193,5.864,280,13,0.8,191
1018010771,620962873,-6801552,199.5,6.017,281,13,0.8,184
1018010772,620961979,-6801753,206,6.583,282,13,0.7,188
1018010773,620961207,-6801916,214,7.303,283,13,0.7,187
1018010774,620960372,-6802084,222,7.922,284,13,0.7,187
1018010775,620959474,-6802270,231,8.589,285,13,0.7,190
1018010776,620958524,-6802516,240,9.053,286,13,0.8,191
1018010777,620957514,-6802828,250,9.619,287,13,0.8,191
1018010778,620956479,-6803196,260,9.772,288,13,0.7,191
1018010779,620955430,-6803577,270,9.978,289,13,0.8,194
1018010780,620954385,-6804022,280,9.978,290,13,0.8,200
1018010781,620953368,-6804533,290,9.619,291,13,0.8,196
1018010782,620952345,-6805029,300,9.772,292,13,0.8,193
1018010783,620951306,-6805484,310,9.772,293,13,0.7,192
1018010784,620950267,-6805904,320,9.772,294,13,0.7,194
1018010785,620949250,-6806326,329.5,9.772,295,13,0.7,197
1018010786,620948269,-6806818,339,9.772,296,13,0.7,204
1018010787,620947368,-6807423,347.5,9,297,13,0.7,209
1018010788,620946534,-6808104,356,8.383,298,13,0.8,204
1018010789,620945711,-6808735,364.5,8.383,299,13,0.7,201
1018010790,620944884,-6809321,373,8.589,300,13,0.8,198
1018010791,620944054,-6809855,381,8.589,301,13,0.8,199
1018010792,620943220,-6810392,389,8.744,302,13,0.8,206
1018010793,620942365,-6811010,398,8.744,303,13,0.8,205
1018010794,620941517,-6811690,407,8.744,304,13,0.8,210
1018010795,620940666,-6812450,416,8.744,305,13,0.8,214
1018010796,620939843,-6813261,425,8.744,306,13,0.7,209
1018010797,620938997,-6814044,434.5,8.744,307,13,0.8,204
1018010798,620938104,-6814798,444,8.95,308,13,0.8,207
1018010799,620937211,-6815550,453.5,9,309,13,0.7,210
1018010800,620936329,-6816313,463,9,310,13,0.8,206
1018010801,620935441,-6817033,472,9,311,13,0.8,201
1018010802,620934508,-6817614,481,9,312,13,0.8,191
1018010803,620933567,-6817926,490,9,313,13,0.8,176
1018010804,620932648,-6817844,499,9,314,13,0.7,157
1018010805,620931815,-6817294,507,9,315,13,0.8,135
1018010806,620931216,-6816306,515,8.589,316,13,0.7,100
1018010807,620930950,-6815057,522,7.611,317,13,0.7,88
1018010808,620930997,-6813796,529,6.739,318,13,0.7,52
1018010809,620931326,-6812754,535.5,6.636,319,13,0.7,39
1018010810,620931862,-6812111,542,6.172,320,13,0.7,1
1018010811,620932547,-6811930,549,6.172,321,13,0.7,344
1018010812,620933336,-6812010,556,7.15,322,13,0.7,1
1018010813,620934180,-6812127,564,7.406,323,13,0.7,352
1018010814,620935031,-6812327,572,7.2,324,13,0.7,343
1018010815,620935826,-6812665,579,7.15,325,13,0.7,332
1018010816,620936522,-6813158,586,6.739,326,13,0.7,321
1018010817,620937122,-6813761,592,6.636,327,13,0.7,321
1018010818,620937662,-6814380,598,5.811,328,13,0.7,327
1018010819,620938053,-6814803,604.5,6.172,329,13,0.7,331
1018010820,620938761,-6815453,611,6.222,330,13,0.7,330
1018010821,620939378,-6815989,617.5,6.222,331,13,0.7,327
1018010822,620939983,-6816569,624,6.222,332,13,0.7,329
1018010823,620940594,-6817237,631,6.222,333,13,0.7,319
1018010824,620941199,-6818004,638,6.994,334,13,0.7,317
1018010825,620941819,-6818813,646,7.2,335,13,0.7,313
1018010826,620942429,-6819724,654,7.458,336,13,0.7,313
1018010827,620943031,-6820685,662,7.664,337,13,0.7,315
1018010828,620943649,-6821632,670,7.767,338,13,0.7,319
1018010829,620944290,-6822530,677.5,7.767,339,13,0.7,323
1018010830,620944930,-6823369,685,7.458,340,13,0.7,324
1018010831,620945601,-6824167,693,7.664,341,13,0.7,323
1018010832,620946288,-6824965,701,7.664,342,13,0.7,325
1018010833,620947014,-6825732,709,7.714,343,13,0.7,330
1018010834,620947781,-6826467,717,8.231,344,13,0.7,330
1018010835,620948610,-6827207,726.5,8.792,345,13,0.7,333
1018010836,620949483,-6827955,736,9.358,346,13,0.7,330
1018010837,620950385,-6828728,746,9.358,347,13,0.7,334
1018010838,620951319,-6829498,756,9.464,348,13,0.7,330
1018010839,620952250,-6830299,765.5,9.772,349,13,0.7,329
1018010840,620953161,-6831154,775,9.772,350,13,0.8,327
1018010841,620954052,-6832036,784.5,9.772,351,13,0.8,325
1018010842,620954901,-6832941,794,9.106,352,13,0.8,326
1018010843,620955726,-6833845,803,9.358,353,13,0.8,326
1018010844,620956541,-6834734,812,9.358,354,13,0.7,328
1018010845,620957355,-6835604,821,9.358,355,13,0.7,327
1018010846,620958159,-6836443,830,9.208,356,13,0.7,328
1018010847,620958977,-6837306,839,9.156,357,13,0.7,324
1018010848,620959776,-6838188,848,9.156,358,13,0.7,324
1018010849,620960580,-6839080,857.5,9.106,359,13,0.8,326
1018010850,620961390,-6839964,867,9.106,360,13,0.7,327
1018010851,620962203,-6840843,876,9.053,361,13,0.7,324
1018010852,620963009,-6841729,885,9.053,362,13,0.7,325
1018010853,620963797,-6842601,894,9.053,363,13,0.7,329
1018010854,620964617,-6843401,903,9.053,364,13,0.7,337
1018010855,620965500,-6844035,912,9.053,365,13,0.8,349
1018010856,620966479,-6844371,921,9.053,366,13,0.8,2
1018010857,620967493,-6844325,930.5,9.053,367,13,0.8,20
1018010858,620968423,-6843824,940,9.053,368,13,0.7,44
1018010859,620969119,-6842903,947.5,8.792,369,13,0.7,66
1018010860,620969537,-6841769,955,7.356,370,13,0.7,82
1018010861,620969696,-6840605,961,6.583,371,13,0.8,89
1018010862,620969525,-6839598,967,6.119,372,13,0.8,147
1018010863,620969051,-6838881,973.5,6.017,373,13,0.8,157
1018010864,620968442,-6838394,980,6.017,374,13,0.8,158
1018010865,620967802,-6838082,985.5,5.658,375,13,0.8,175
1018010866,620967341,-6838009,991,5.35,376,13,0.8,188
1018010867,620966769,-6838031,997,5.142,377,13,0.8,183
1018010868,620966156,-6838079,1003,5.142,378,13,0.8,179
1018010869,620965512,-6838113,1009.5,5.5,379,13,0.8,178
1018010870,620964833,-6838163,1016,5.658,380,13,0.8,185
1018010871,620964149,-6838253,1022.5,5.658,381,13,0.8,189
1018010872,620963435,-6838387,1029,6.428,382,13,0.8,186
1018010873,620962410,-6838612,1037,7.047,383,13,0.8,191
1018010874,620961562,-6838883,1045,7.664,384,13,0.8,196
1018010875,620960714,-6839250,1053.5,7.869,385,13,0.8,197
1018010876,620959840,-6839730,1062,8.178,386,13,0.8,200
1018010877,620958961,-6840239,1071,8.383,387,13,0.8,200
1018010878,620958072,-6840717,1080,8.483,388,13,0.8,191
1018010879,620957148,-6841059,1089,8.589,389,13,0.8,184
1018010880,620956173,-6841248,1098,8.897,390,13,0.8,181
1018010881,620955188,-6841315,1107,9.053,391,13,0.8,180
1018010882,620954198,-6841316,1116,9.106,392,13,0.8,175
1018010883,620953173,-6841212,1126.5,9.722,393,13,0.8,172
1018010884,620952108,-6840982,1137,10.081,394,13,0.8,166
1018010885,620951021,-6840543,1147.5,10.392,395,13,0.7,156
1018010886,620949957,-6839878,1158,10.392,396,13,0.7,151
1018010887,620948932,-6839108,1168.5,10.286,397,13,0.8,158
1018010888,620947908,-6838405,1179,9.928,398,13,0.8,162
1018010889,620946869,-6837794,1189,10.081,399,13,0.8,164
1018010890,620945811,-6837276,1199,10.081,400,13,0.8,168
1018010891,620944772,-6836885,1209,10.081,401,13,0.8,172
1018010892,620943748,-6836572,1219,10.081,402,13,0.8,168
1018010893,620942733,-6836230,1228,9.311,403,13,0.8,166
1018010894,620941749,-6835858,1237,9.258,404,13,0.8,162
1018010895,620940806,-6835438,1246,9.106,405,13,0.8,164
1018010896,620939893,-6835001,1255,8.847,406,13,0.8,160
1018010897,620939007,-6834500,1264,8.792,407,13,0.8,154
1018010898,620938150,-6833839,1273,8.792,408,13,0.8,143
1018010899,620937370,-6832973,1282,9.106,409,13,0.7,131
1018010900,620936707,-6831844,1291,9.106,410,13,0.7,121
1018010901,620936197,-6830497,1300,9.106,411,13,0.7,103
1018010902,620935893,-6828998,1309,9.053,412,13,0.7,95
1018010903,620935777,-6827474,1316.5,9,413,13,0.7,87
1018010904,620935835,-6826151,1324,7.253,414,13,0.8,67
1018010905,620935876,-6825880,1324,7.253,415,13,0.8,67
1018010906,620935918,-6825611,1324,7.253,416,13,0.8,67
1018010907,620935961,-6825341,1324,7.253,417,13,0.8,67
1018010908,620936003,-6825071,1324,7.253,418,13,0.8,67
1018010909,620936046,-6824802,1328,0.925,419,13,0.8,67
1018010910,620936047,-6824746,1332,0.925,420,13,0.8,67
1018010911,620936048,-6824691,1332,0.925,421,13,0.8,67
1018010912,620936049,-6824636,1332,0.925,422,13,0.8,67
1018010913,620936055,-6824475,1332,0.925,423,13,0.8,67
1018010914,620936095,-6824315,1332,0.925,424,13,0.8,67
1018010915,620936156,-6824165,1333.5,1.181,425,13,0.8,27
1018010916,620936240,-6824043,1335,1.181,426,13,0.7,18
1018010917,620936333,-6823963,1336,1.283,427,13,0.7,358
1018010918,620936444,-6823920,1337,1.283,428,13,0.7,10
1018010919,620936552,-6823883,1338,1.283,429,13,0.7,10
1018010920,620936651,-6823850,1339,0.897,430,13,0.7,88
1018010926,620936714,-6823814,1339,0,436,13,0.7,88
1018010927,620936744,-6823773,1339,0,437,13,0.7,88
1018010928,620936746,-6823712,1339,0,438,13,0.7,88
1018010929,620936743,-6823637,1339,0.358,439,13,0.8,171
1018010953,620936635,-6823517,1339,0,463,13,0.8,171
1018010954,620936549,-6823408,1339,0,464,13,0.8,171
1018010955,620936463,-6823312,1342.5,0,465,13,0.8,171
1018010956,620936362,-6823204,1346,0.769,466,13,0.8,151
1018010957,620936227,-6823090,1348,2.006,467,13,0.8,176
1018010958,620935987,-6822964,1350,2.417,468,13,0.8,181
1018010959,620935745,-6822887,1352.5,2.519,469,13,0.8,179
1018010960,620935487,-6822848,1355,2.519,470,13,0.8,198
1018010961,620935221,-6822850,1357.5,2.417,471,13,0.8,191
1018010962,620934958,-6822888,1360,2.108,472,13,0.7,197
1018010963,620934702,-6822939,1362.5,2.258,473,13,0.8,190
1018010964,620934442,-6823000,1365,2.417,474,13,0.8,192
1018010965,620934176,-6823074,1368,2.467,475,13,0.8,198
1018010966,620933888,-6823152,1371,2.417,476,13,0.8,176
1018010967,620933569,-6823207,1374.5,3.342,477,13,0.8,184
1018010968,620933012,-6823300,1378,3.239,478,13,0.8,187
1018010969,620932613,-6823366,1382,3.239,479,13,0.8,191
1018010970,620932221,-6823427,1386,3.239,480,13,0.7,183
1018010971,620931834,-6823446,1389.5,3.239,481,13,0.7,173
1018010972,620931419,-6823411,1393,3.961,482,13,0.8,174
1018010973,620930966,-6823378,1398,4.269,483,13,0.8,195
1018010974,620930479,-6823418,1403,4.578,484,13,0.8,191
1018010975,620929933,-6823511,1409,5.194,485,13,0.8,188
1018010976,620929323,-6823609,1415,5.553,486,13,0.8,184
1018010977,620928658,-6823667,1422,6.739,487,13,0.8,179
1018010978,620927709,-6823627,1429,6.944,488,13,0.8,170
1018010979,620926975,-6823387,1436,7.047,489,13,0.8,149
1018010980,620926313,-6822814,1443,7.047,490,13,0.8,128
1018010981,620925794,-6821952,1449.5,7.047,491,13,0.7,113
1018010982,620925460,-6820931,1456,6.583,492,13,0.8,99
1018010983,620925327,-6819915,1461,5.864,493,13,0.8,77
1018010984,620925363,-6819266,1466,4.731,494,13,0.8,58
1018010985,620925495,-6818612,1468.5,4.217,495,13,0.7,44
1018010986,620925675,-6818149,1471,2.258,496,13,0.7,17
1018010987,620925788,-6818001,1473,1.85,497,13,0.7,15
1018010988,620925901,-6817911,1475,1.85,498,13,0.7,8
1018010989,620926062,-6817828,1477,1.953,499,13,0.7,8
1018010990,620926259,-6817765,1479,2.158,500,13,0.7,0
1018010991,620926575,-6817694,1482,2.569,501,13,0.7,17
1018010992,620926882,-6817637,1485,2.569,502,13,0.7,352
1018010993,620927195,-6817614,1488,2.569,503,13,0.7,4
1018010994,620927505,-6817590,1491,2.569,504,13,0.7,5
1018010995,620927797,-6817572,1493.5,2.258,505,13,0.7,356
1018010996,620928070,-6817573,1496,2.211,506,13,0.7,355
1018010997,620928317,-6817600,1498,2.311,507,13,0.7,350
1018010998,620928562,-6817642,1500,2.569,508,13,0.7,357
1018010999,620928817,-6817691,1502.5,2.569,509,13,0.7,343
1018011000,620929064,-6817745,1505,2.569,510,13,0.7,350
1018011001,620929306,-6817783,1507,2.467,511,13,0.7,2
1018011002,620929535,-6817825,1509,2.311,512,13,0.7,345
1018011003,620929764,-6817883,1511.5,2.311,513,13,0.7,351
1018011004,620930003,-6817941,1514,2.311,514,13,0.7,1
1018011005,620930249,-6817981,1516.5,2.311,515,13,0.7,353
1018011006,620930512,-6818023,1519,2.364,516,13,0.7,356
1018011007,620930788,-6818065,1522,2.467,517,13,0.7,356
1018011008,620931091,-6818111,1525,3.086,518,13,0.7,352
1018011009,620931620,-6818196,1528.5,3.136,519,13,0.7,359
1018011010,620932004,-6818251,1532,3.444,520,13,0.7,353
1018011011,620932358,-6818313,1534.5,3.136,521,13,0.7,346
1018011012,620932668,-6818391,1537,2.519,522,13,0.7,345
1018011013,620932815,-6818438,1539,2.519,523,13,0.7,353
1018011014,620933008,-6818493,1541,2.519,524,13,0.7,354
1018011015,620933219,-6818544,1543.5,2.519,525,13,0.7,352
1018011016,620933444,-6818586,1546,2.519,526,13,0.7,0
1018011017,620933663,-6818619,1548,2.417,527,13,0.7,7
1018011018,620933910,-6818636,1550,2.417,528,13,0.7,357
1018011019,620934185,-6818632,1553.5,2.417,529,13,0.7,19
1018011020,620934483,-6818574,1557,2.417,530,13,0.7,11
1018011021,620934798,-6818498,1560.5,3.086,531,13,0.7,13
1018011022,620935353,-6818350,1564,3.6,532,13,0.7,6
1018011023,620935777,-6818291,1568,3.961,533,13,0.7,348
1018011024,620936197,-6818334,1572,4.064,534,13,0.7,348
1018011025,620936642,-6818442,1576.5,4.422,535,13,0.7,346
1018011026,620937112,-6818599,1581,4.475,536,13,0.7,349
1018011027,620937631,-6818773,1587,5.039,537,13,0.7,344
1018011028,620938208,-6819009,1593,6.069,538,13,0.7,343
1018011029,620939032,-6819407,1599.5,6.378,539,13,0.7,335
1018011030,620939705,-6819812,1606,6.378,540,13,0.7,337
1018011031,620940365,-6820263,1613,6.533,541,13,0.7,333
1018011032,620941043,-6820788,1620,7.2,542,13,0.7,336
1018011033,620941755,-6821322,1627.5,7.253,543,13,0.7,337
1018011034,620942504,-6821870,1635,7.664,544,13,0.7,332
1018011035,620943242,-6822445,1642.5,7.664,545,13,0.7,336
1018011036,620943980,-6823006,1650,7.406,546,13,0.7,336
1018011037,620944705,-6823523,1657.5,7.2,547,13,0.7,341
1018011038,620945465,-6823952,1665,7.253,548,13,0.7,343
1018011039,620946248,-6824320,1673,7.406,549,13,0.7,347
1018011040,620947071,-6824682,1681,7.406,550,13,0.7,344
1018011041,620947927,-6825071,1689.5,8.178,551,13,0.7,344
1018011042,620948809,-6825498,1698,8.539,552,13,0.7,340
1018011043,620949692,-6825986,1707,8.692,553,13,0.7,339
1018011044,620950572,-6826510,1716,8.792,554,13,0.7,338
1018011045,620951459,-6827058,1725,8.847,555,13,0.7,340
1018011046,620952351,-6827614,1734,8.539,556,13,0.7,338
1018011047,620953246,-6828213,1743,8.692,557,13,0.7,334
1018011048,620954120,-6828888,1752,8.792,558,13,0.7,326
1018011049,620954942,-6829678,1760.5,8.792,559,13,0.7,327
1018011050,620955741,-6830500,1769,8.792,560,13,0.7,330
1018011051,620956545,-6831285,1778,8.847,561,13,0.7,332
1018011052,620957385,-6832009,1787,8.847,562,13,0.7,336
1018011053,620958258,-6832700,1796,8.847,563,13,0.7,334
1018011054,620959148,-6833377,1805,8.95,564,13,0.7,335
1018011055,620960043,-6834061,1814.5,8.95,565,13,0.7,331
1018011056,620960920,-6834802,1824,9,566,13,0.7,331
1018011057,620961782,-6835570,1833,9,567,13,0.7,331
1018011058,620962639,-6836356,1842,9,568,13,0.7,330
1018011059,620963523,-6837140,1851.5,9.106,569,13,0.7,333
1018011060,620964427,-6837850,1861,9.156,570,13,0.7,343
1018011061,620965360,-6838358,1870,9.208,571,13,0.7,356
1018011062,620966319,-6838536,1879,9.208,572,13,0.7,9
1018011063,620967231,-6838215,1887.5,9.208,573,13,0.7,35
1018011064,620967965,-6837347,1896,9.156,574,13,0.7,65
1018011065,620968377,-6836119,1903.5,8.897,575,13,0.7,86
1018011066,620968488,-6834782,1911,7.561,576,13,0.7,106
1018011067,620968328,-6833604,1917.5,6.842,577,13,0.7,129
1018011068,620967879,-6832732,1924,6.583,578,13,0.7,160
1018011069,620967243,-6832149,1931.5,6.583,579,13,0.7,162
1018011070,620966501,-6831739,1939,6.994,580,13,0.7,166
1018011071,620965700,-6831467,1946.5,6.994,581,13,0.9,177
1018011072,620964890,-6831350,1954,7.458,582,13,0.9,183
1018011073,620964063,-6831371,1962,7.458,583,13,0.9,188
1018011074,620963229,-6831516,1970,7.458,584,13,0.9,191
1018011075,620962372,-6831782,1978.5,7.458,585,13,0.9,196
1018011076,620961502,-6832178,1987,8.281,586,13,0.9,199
1018011077,620960627,-6832658,1995.5,8.383,587,13,0.9,201
1018011078,620959771,-6833213,2004,8.539,588,13,0.8,203
1018011079,620958908,-6833803,2013,8.744,589,13,0.9,206
1018011080,620958028,-6834424,2022,8.847,590,13,0.9,199
1018011081,620957117,-6834977,2031,9.106,591,13,0.9,195
1018011082,620956180,-6835432,2040,9.106,592,13,0.8,191
1018011083,620955199,-6835811,2049.5,8.744,593,13,0.9,193
1018011084,620954193,-6836167,2059,9.517,594,13,0.9,191
1018011085,620953148,-6836498,2069.5,9.875,595,13,0.8,191
1018011086,620952083,-6836829,2080,10.081,596,13,0.9,191
1018011087,620950989,-6837162,2090.5,10.339,597,13,0.9,191
1018011088,620949889,-6837498,2101,10.442,598,13,0.9,189
1018011089,620948761,-6837814,2111.5,10.647,599,13,0.9,187
1018011090,620947616,-6838109,2122,11.058,600,13,0.9,188
1018011091,620946432,-6838401,2133.5,11.058,601,13,0.9,188
1018011092,620945249,-6838676,2145,10.956,602,13,0.9,186
1018011093,620944060,-6838889,2156,10.647,603,13,0.9,182
1018011094,620942876,-6839024,2167,10.853,604,13,0.9,181
1018011095,620941700,-6839078,2178,10.853,605,13,0.9,177
1018011096,620940535,-6839069,2189,10.853,606,13,0.9,179
1018011097,620939399,-6839034,2199,10.542,607,13,0.9,176
1018011098,620938329,-6838880,2209,9.928,608,13,0.9,167
1018011099,620937289,-6838531,2218.5,9.667,609,13,0.9,157
1018011100,620936318,-6837924,2228,9.825,610,13,0.9,146
1018011101,620935468,-6837005,2237.5,9.464,611,13,0.8,126
1018011102,620934848,-6835742,2247,9.667,612,13,0.8,103
1018011103,620934510,-6834263,2256,9.464,613,13,0.8,92
1018011104,620934403,-6832738,2265,8.539,614,13,0.8,89
1018011105,620934521,-6831298,2273,8.539,615,13,0.8,65
1018011106,620934903,-6829975,2281,7.819,616,13,0.8,52
1018011107,620935482,-6828806,2289.5,8.022,617,13,0.8,36
1018011108,620936215,-6827954,2298,8.022,618,13,0.8,12
1018011109,620937079,-6827577,2307,8.333,619,13,0.8,352
1018011110,620938005,-6827663,2316,8.539,620,13,0.8,341
1018011111,620938946,-6828048,2325,8.539,621,13,0.8,342
